title,genres,poster,description,rating,release
Shaadi Se Pehle,Comedy|Musical|Romance,https://upload.wikimedia.org/wikipedia/en/1/1b/Shaadi_Se_Pehle.jpg,It was love at first sight for unemployed Ashish Khanna and Rani Bhalla at a cold drink stall. When Rani introduces Ashish to her businessman dad  Tau  and mom  they unanimously frown upon this alliance  until Ashish promises to get a job  save enough money  buy a flat  etc.. Ashish does get a small job with Izzat Papads  and then also starts selling steroids out of the back of a van. He gets noticed by a Ad-firm owner  and gets hired. Soon he has all the luxuries that he had always dreamed of. When the Bhallas come to know about this  they decide to welcome him as their son-law  and a lavish engagement party takes place. It is then Ashish finds out that he has cancer  and he begins to create misunderstandings between him and Rani. He tries becoming an alcoholic  but that is considered normal with the Bhalla family; he confesses to Rani that he has loved Sania  a model with ad-agency  which is welcomed by Rani as being truthful and honest. But when Rani notices that he has put up ...,4,07-04-2006
Saawan... The Love Season,Drama|Fantasy|Romance,https://upload.wikimedia.org/wikipedia/en/4/41/Saawan..._The_Love_Season.jpg,Born in Patiala  widower Fakirchand Kapoor lives a poor lifestyle with two daughters  the younger of which is Kajal  and collects recyclables and antiques (Bhangar) for a living. He re-locates to the United States  makes a lot of money  changes his name to Fakki Cappar  and returns to live in Bandra  Mumbai  gets his elder daughter married  and soon becomes the grandfather of Gudiya. Then one day he gets a visit from his childhood friend  who used to be a vegetable vendor  but is now a wealthy businessman and they rekindle their friendship. His friend tells him that the purpose of this visit is to solemnize the marriage of his son  Raj  and Kajal  who met in Cape Town and have fallen in love with each other. Both arrange for a formal engagement on Kajal's birthday. Both do not know that Kajal will soon come to know that her dad is going to pass away on the day of her engagement  there will be an accident involving 3 cars  the death of 6 people  and that  she  herself is going to die ...,2.2,07-04-2006
Shiva (2006 film),Action|Crime|Drama,https://upload.wikimedia.org/wikipedia/en/thumb/b/bf/Shiva2006.jpg/220px-Shiva2006.jpg,Sangli-based Shiva Kumar re-locates to Mumbai to live with his brother  Daksh; Bhabi  Manasi; and their son. He gets recruited as a Sub-Inspector with Mumbai Police  and Manasi hopes that he will accept Haftas like other police officers so that they can improve their standard of living. Instead  Shiva befriends a rebel journalist from Daily News Analysis (D.N.A.)  Sandhya Joshi  who is determined to expose the nexus between the police and the underworld; and incurs the wrath of his superiors as well as a former underworld don  Bappu  who is now an influential politician. After apprehending a vicious killer  Kutney  from Malaysia  Shiva is summoned by Home Minister  Manohar Shirke - and it is this meeting that will alter Shiva's life forever.,4,15-09-2006
Souten: The Other Woman,Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/a/a5/Souten.jpg/220px-Souten.jpg,After the accidental death of her lover  Mitali gets married to wealthy widower Ranbeer Singh who lives in a palace in Rajasthan  India  along with his daughter  Sapna. The trio settle down in a harmonious relationship until Sapna re-locates abroad. When she returns she is introduced to wealthy Rajvir Singh  who also lives in a palace with his brother  Sumer  and Bhabi  Smita. During a trip to Goa  both Rajvir and Sapna fall in love with each other. Smita and Sumer welcome this news but Mitali has a secret to share with Sapna - that she and Rajvir had a steamy affair not too long ago. Watch what impact this has on Sapna  Ranbeer and the rest of Rajvir's family.,4.8,24-03-2006
Shikhar (film),Drama,https://upload.wikimedia.org/wikipedia/en/d/de/Shikhar_%28film%29_poster.jpg,How far can greed take a man? Can the 'greens' ever fight the money and might of the builders lobby? Can nature ever win over the bulldozer? These are the riveting issues raised by Shikhar. Pitted against each other in this battle of man vs nature are two different but equally powerful protagonists. Gaurav Gupta (aka GG) is a man who started with nothing and now believes that only money can fuel his ambitions. While Guruji  to the manor born  believes that wealth means nothing if not used for society. Caught in the tussle between the two is the unworldly Jaidev Vardhan  who while respecting his father's philosophy  falls hook  line and sinker for GG's gilt-edged dreams. While Guruji hopes that Jai will return to his roots  GG uses the glamorous Natasha to bewitch Jai and the unscrupulous politician Amrit Patil  to exploit the tribal into selling their lands. Madhavi watches the man she loves being carried away in to a world of wine  women and wealth. If Shikhar is the Pinnacle of good...,4.9,30-12-2005
Tathastu,Crime|Drama|Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/b/bf/Tathastu_poster.jpg/220px-Tathastu_poster.jpg,Ravi Rajput comes from a poor family  his father was a foreman at a mill  and could not afford to send Ravi to a private school. Ravi studied in Municipal school  got a job in a mill  got married to Saru  who subsequently gave birth to their son  Gaurav. The proud parents watch as Gaurav grows up  starting walking  talking  and feigning illness just to stay home and watch World Cup Cricket. Then their lives are turned upside down when Gaurav faints while playing cricket  they take him to the nearest hospital in Bandra  where Doctors Nita and Sen inform them that their son is dying until and unless he receives a heart transplant  the cost of which is 15 lakhs rupees. A heart is available for transplant but the hospital will perform the surgery after they receive the money in advance. A desperate Ravi turns to his insurance company  which declines to renew his policy; his employer  with whom he has worked for over 11 years  can only sanction Rs.75000/-. When nothing works out and Dr. ...,4.5,13-05-2006
The Killer (2006 film),Action|Comedy|Crime,https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/The_Killer_poster.jpg/220px-The_Killer_poster.jpg,The Central Bureau of Investigation (CBI)  India  has been made aware of a killer cab-driver in Malaysia who killed several people in a matter of hours  and then crashed his taxi and killed himself. The same think happened again  this time in Hong Kong  several people were killed by another cab-driver  who also ended up being killed. Now Ranvir Oberoi of the CBI is in Dubai  United Arab Emirates  working together with Dubai Police to protect several witnesses who have agreed to testify against notorious Dubai-based Don  Jabbar. Then the unexpected happens when at first Malika  a witness against Jabbar  gets killed; then Mussa  another witness's girlfriend is killed  with Mussa  himself  missing. Dubai police who are carrying out video surveillance of Jabbar's palatial mansion find that a Cabby  of Indian origin  Nikhil Joshi  was seen entering his estate's gates  and witnesses had stated that they had seen his taxi outside the site of recent murders. The Police race  not only to ...,4.6,21-07-2006
Umrao Jaan (2006 film),Drama|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Umraojaan.jpg/220px-Umraojaan.jpg,Ameeran lives a poor-lifestyle with her mom  dad  and brother  Jamal  in Faizabad  British India. When her dad testifies against the local corrupt cop  Dilawar Khan  Khan swears to avenge this humiliation  and several years later  abducts Ameeran  holds her for ransom. When no money is forthcoming  he sells her. Ameeran ends up in a brothel run by Lucknow's Madame Khanum Jaan  where she is taught dance and poetry  and is subsequently re-named Umrao Jaan. Years later  Umrao has matured  is a well-known Courtesan with many patrons  chief amongst them are Nawab Sujat Ali Khan and his son  Sultan. Umrao and Sultan fall in love with each other  much to the chagrin of Sujat  who instructs Sultan either to give up Umrao or to lose his inheritance  and Sultan chooses Umrao. He gives up his father's palatial house and goes to live in the brothel  but re-locates to live with his uncle in Gadi after being taunted by Khanum Jaan. Umrao has a new admirer  Nawab Faiz Ali  who proposes to take her ...,5.5,03-11-2006
Taxi No. 9211,Comedy|Drama|Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/Taxinumber9211.JPG/220px-Taxinumber9211.JPG,Raghav Shastri and Jai Mittal belong to two different strata of the society . Raghav is a hot-tempered   world-weary taxi driver who lies to his family about working as an insurance salesman . Jai is the heir to a sprawling business empire   your stereotypical spoiled rich man's son . After his father's demise   he leans that in his Late father's will   all the property and business has been transferred to Arjun Bajaj   his father's close friend . Jai challenges the will in court   saying that he possesses the original will safely sored away in a security vault . On the day of the hearing he hires Raghav's taxi to take him to the vault building   constantly nags him about driving too slowly which leads to speeding and accident . Jai gets away from the scene and reaches his destination   only to realize that he has dropped his vault key accidentally in Raghav's car . Raghav is arrested for the accident but not before he finds Jai's key . Jai is desperate to get the key from Raghav   ...,7.2,24-02-2006
Teesri Aankh: The Hidden Camera,Action|Crime|Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Teesri_Aankh-_The_Hidden_Camera_FilmPoster.jpeg/220px-Teesri_Aankh-_The_Hidden_Camera_FilmPoster.jpeg,Assigned to extradite a London-based criminal  Sudama Pandey is wanted for making and distributing unauthorized compact disks of unaware naked women. Mubai's Assistant Commissioner of Police Arjun Singh  accompanied by Inspector Vikram  has his task not only cut out for him  but he must also seek out his missing fianc̩e  Sapna; come to the aid of another girl  Ammu; as well as face-off against corrupt cops  and armed gangsters.,2.5,03-03-2006
